ODD L/Min entries	Count	Percentage	Percentage included	Map to
Other: nasal cannula with blowby	1	2.40835661210695E-07		
Other: 0.125 L oxygen NC	1	2.40835661210695E-07		
Other: Continious NEB	1	2.40835661210695E-07		
Other: cool air mist,	1	2.40835661210695E-07		
Other: HME/2L	1	2.40835661210695E-07		
Other: unineb 4 L/min	1	2.40835661210695E-07		
Other: in mouth per home regimen. does not tolerate in nares	1	2.40835661210695E-07		
Other: mask with bag	1	2.40835661210695E-07		
Other: neb'	1	2.40835661210695E-07		
Other: cool humidified mist via shovel mask	1	2.40835661210695E-07		
Other: continuous albuterol with ehliox	1	2.40835661210695E-07		
Other: albuterol neb on	1	2.40835661210695E-07		
Other: NIPPv	1	2.40835661210695E-07		
Other: Low-flow NC	1	2.40835661210695E-07		
Other: and BBO2	1	2.40835661210695E-07		
Other: nippv	1	2.40835661210695E-07		
Other: trach collar with humidifed O2	1	2.40835661210695E-07		
Other: simple mask with OA	1	2.40835661210695E-07		
Other: Bag-mask	1	2.40835661210695E-07		
Other: via nebulizer	1	2.40835661210695E-07		
Other: Anesthesia placing nasal airway	1	2.40835661210695E-07		
Other: PS 10/PEEP 8	1	2.40835661210695E-07		
Other: hi fi	1	2.40835661210695E-07		
Other: receiving albuterol ned via facemask by anesthesia	1	2.40835661210695E-07		
Other: NC and Blow by O2	1	2.40835661210695E-07		
Other: N2O 40$	1	2.40835661210695E-07		
Other: humidified o2 for comfort. sats 99 on room air.	1	2.40835661210695E-07		
Other: Mist Collar	1	2.40835661210695E-07		
Other: AEROSOL MASK WITH HUMIDIFED O2	1	2.40835661210695E-07		
Other: nitrous on at 50.	1	2.40835661210695E-07		
Other: NC via trach	1	2.40835661210695E-07		
Other: hand bag> for vent at bedside	1	2.40835661210695E-07		
Other: Blowby at bedside	1	2.40835661210695E-07		
Other: Combi neb in progress	1	2.40835661210695E-07		
Other: Pt initially on 6L O2 via nasal cannula, RN decreasing to 4L during treatment	1	2.40835661210695E-07		
Other: neb set up for comfort	1	2.40835661210695E-07		
Other: Neb Mask	1	2.40835661210695E-07		
Other: Receiving neb tx at this time,	1	2.40835661210695E-07		
Other: CPAP hel by Attending Teele, Senior fellow @ BS with RT, CHarge RN also @ BS	1	2.40835661210695E-07		
Other: continuous albuterol treatment hooked on too o2	1	2.40835661210695E-07		
Other: blow by O2 via trach mask	1	2.40835661210695E-07		
Other: could not obtain bp, pt awake and playing	1	2.40835661210695E-07		
Other: BAG mask and nasal cannula	1	2.40835661210695E-07		
Other: Neonatal PSV	1	2.40835661210695E-07		
Other: NC and 50% BLOW BY	1	2.40835661210695E-07		
Other: albuterol nebulizer.	1	2.40835661210695E-07		
Other: facemask/bag remains in place, PPV not required at this time	1	2.40835661210695E-07		
Other: .35% Fio2 trach collar	1	2.40835661210695E-07		
Other: hi- flow	1	2.40835661210695E-07		
Other: Nose mask	1	2.40835661210695E-07		
Other: pt. up to wheelchair for panorex	1	2.40835661210695E-07		
Other: 1/8 L nc	1	2.40835661210695E-07		
Other: Receiving nebulizer during rx	1	2.40835661210695E-07		
Other: nitrous off 0817	1	2.40835661210695E-07		
Other: ambu bag on, but without cpap	1	2.40835661210695E-07		
Other: trach collar 35%	1	2.40835661210695E-07		
Other: nitrous off at 1023 and switched to straight oxygen at 6 L for five minutes.  on room air at 1029	1	2.40835661210695E-07		
Other: oxygen and nitrous off while using ellman	1	2.40835661210695E-07		
Other: mist mask via funnel mask	1	2.40835661210695E-07		
Other: Nitrous on at 0758	1	2.40835661210695E-07		
Other: home flow vent	1	2.40835661210695E-07		
Other: trach collar 60%	1	2.40835661210695E-07		
Other: saline neb via trach mask for transport	1	2.40835661210695E-07		
Other: continous albuterol and 4L nasal cannula	1	2.40835661210695E-07		
Other: O2Sat 51% on 6L simple mask, pt bagged, anesthesia at bedside; circumoral cyanosis noted	1	2.40835661210695E-07		
Other: being given a neb tx by mom at this time	1	2.40835661210695E-07		
Other: #12  nasal trumpet right nare	1	2.40835661210695E-07		
Other: nasal trumpet in .21	1	2.40835661210695E-07		
Other: humidified scoop MASK	1	2.40835661210695E-07		
Other: ambu for positive pressure. at times	1	2.40835661210695E-07		
Other: ambu for positive pressure at times.	1	2.40835661210695E-07		
Other: mist for comfort	1	2.40835661210695E-07		
Other: humified air to help thin secretions	1	2.40835661210695E-07		
Other: fio2 50%	1	2.40835661210695E-07		
Other: medical air by nasal cannula for comfort	1	2.40835661210695E-07		
Other: conmtinuous albuterol	1	2.40835661210695E-07		
Other: neb going	1	2.40835661210695E-07		
Other: humidified O2 via trach mask	1	2.40835661210695E-07		
Other: AROUSABLE	1	2.40835661210695E-07		
Other: aerosol mask with alb neb	1	2.40835661210695E-07		
Other: Oral airway, with nasal cannula	1	2.40835661210695E-07		
Other: getting nebulizer	1	2.40835661210695E-07		
Other: trach 0.5 L	1	2.40835661210695E-07		
Other: pacifier neb	1	2.40835661210695E-07		
Other: pt arrived on home vent to trach	1	2.40835661210695E-07		
Other: HBM	1	2.40835661210695E-07		
Other: Nasal cannula to mouth	1	2.40835661210695E-07		
Other: Nebulizers via face mask	1	2.40835661210695E-07		
Other: LMA in plce with intermittent bagging by anesthesia.	1	2.40835661210695E-07		
Other: CPAP by A Stewart MD with Anesthesia bag	1	2.40835661210695E-07		
Other: humidfied scoop mask	1	2.40835661210695E-07		
Other: Scoop mask'	1	2.40835661210695E-07		
Other: oxygen is o, blow-by  not near pt	1	2.40835661210695E-07		
Other: Nebulizer on	1	2.40835661210695E-07		
Other: humildifed blow by	1	2.40835661210695E-07		
Other: n'eb	1	2.40835661210695E-07		
Other: N/C Discontinued @ this time	1	2.40835661210695E-07		
Other: hand bag vent	1	2.40835661210695E-07		
Other: Albuterol Neb Tx	1	2.40835661210695E-07		
Other: double barrel mist tent	1	2.40835661210695E-07		
Other: humidified O2 blowby	1	2.40835661210695E-07		
Other: Pt being bagged while transfer to home vent	1	2.40835661210695E-07		
Other: Vent. 30 %	1	2.40835661210695E-07		
Other: dc from pacu	1	2.40835661210695E-07		
Other: slepeing	1	2.40835661210695E-07		
Other: humidified oxygen, blow by	1	2.40835661210695E-07		
Other: 2L via NC except in R sidelying desaturated x 2 once to SaO2 79% and once to 88%, blowby O2 provided with SaO2 improving back to 93%, RN aware.	1	2.40835661210695E-07		
Other: HME 0.25L flow	1	2.40835661210695E-07		
Other: Nasal Cannula had came out of nose	1	2.40835661210695E-07		
Other: 6L Flow	1	2.40835661210695E-07		
Other: Humidified NC	1	2.40835661210695E-07		
Other: face mask - humidified 02	1	2.40835661210695E-07		
Other: ET Tube	1	2.40835661210695E-07		
Other: CPAP by resp w/A-bag	1	2.40835661210695E-07		
Other: nitric via n/c  O2 via CPAP w/a-bag by respiratory	1	2.40835661210695E-07		
Other: Home O2 mask	1	2.40835661210695E-07		
Other: hummidified O2/fish mask	1	2.40835661210695E-07		
Other: home facemask	1	2.40835661210695E-07		
Other: home mask O2	1	2.40835661210695E-07		
Other: hudmified O2	1	2.40835661210695E-07		
Other: pt uses a portable bipap	1	2.40835661210695E-07		
Other: ventilation via jackson reese/ anesthesia	1	2.40835661210695E-07		
Other: facial tent	1	2.40835661210695E-07		
Other: On Hospital Vent	1	2.40835661210695E-07		
Other: Pt being bagged by anesthesia, oral airway removed	1	2.40835661210695E-07		
Other: nasal airway and simple mask	1	2.40835661210695E-07		
Other: ventilated	1	2.40835661210695E-07		
Other: HME with O2.	1	2.40835661210695E-07		
Other: ct finished	1	2.40835661210695E-07		
Other: humidified, blow by	1	2.40835661210695E-07		
Other: via blender per NP	1	2.40835661210695E-07		
Other: rac epi neb abppppput done	1	2.40835661210695E-07		
Other: humified face mask	1	2.40835661210695E-07		
Other: 02 BB placed	1	2.40835661210695E-07		
Other: simple mask - albuterol neb	1	2.40835661210695E-07		
Other: one time midaz	1	2.40835661210695E-07		
Other: no o2 required	1	2.40835661210695E-07		
Other: BB via trach	1	2.40835661210695E-07		
Other: trach 30 % mist	1	2.40835661210695E-07		
Other: albuterol neb tx	1	2.40835661210695E-07		
Other: 100% FACE MASK	1	2.40835661210695E-07		
Other: 28% trachmask	1	2.40835661210695E-07		
Other: 70% facemask	1	2.40835661210695E-07		
Other: 35% Mist	1	2.40835661210695E-07		
Other: 30 %	1	2.40835661210695E-07		
Other: albuterol neb via sfm	1	2.40835661210695E-07		
Other: trach mask @ 28%	1	2.40835661210695E-07		
Other: mist 4L	1	2.40835661210695E-07		
Other: bagging by Resp. therapist	1	2.40835661210695E-07		
Other: 28% humidified trach collar	1	2.40835661210695E-07		
Other: without BBO2 sat decrease to 88%	1	2.40835661210695E-07		
Other: 30% Face Mask	1	2.40835661210695E-07		
Other: 40 trach collar	1	2.40835661210695E-07		
Other: normal saline nebulizer	1	2.40835661210695E-07		
Other: continuous neb. with blender	1	2.40835661210695E-07		
Other: 40% trach care	1	2.40835661210695E-07		
Other: 40% mist via trach mask	1	2.40835661210695E-07		
Other: shovel mask on	1	2.40835661210695E-07		
Other: Face mask cont Nebulizer treatment	1	2.40835661210695E-07		
Other: Bleed in.	1	2.40835661210695E-07		
Other: tobi neb	1	2.40835661210695E-07		
Other: trach patent and intact	1	2.40835661210695E-07		
Other: blow-by shovel	1	2.40835661210695E-07		
Other: bag/ambu bag	1	2.40835661210695E-07		
Other: 100% FM	1	2.40835661210695E-07		
Other: humidified O2 via facemask 50%	1	2.40835661210695E-07		
Other: 50 % humidified via mask	1	2.40835661210695E-07		
Other: .75	1	2.40835661210695E-07		
Other: neb treatment with face mask	1	2.40835661210695E-07		
Other: 28% via mist cube	1	2.40835661210695E-07		
Other: CONT ALB NEB AT 7.5 MG/HR	1	2.40835661210695E-07		
Other: Aerosol Mask humidified O2	1	2.40835661210695E-07		
Other: percwent of humidified O 2	1	2.40835661210695E-07		
Other: blow by 02 100%	1	2.40835661210695E-07		
Other: one half liter via nc	1	2.40835661210695E-07		
Other: neb. treatment	1	2.40835661210695E-07		
Other: 40% fi02 mask	1	2.40835661210695E-07		
Other: NEB TREATRMENT	1	2.40835661210695E-07		
Other: NC removed for weight	1	2.40835661210695E-07		
Other: epi neb being given	1	2.40835661210695E-07		
Other: during albuteral nebulizer	1	2.40835661210695E-07		
Other: neb set up w/saline at 9L o2	1	2.40835661210695E-07		
Other: face mask 35%	1	2.40835661210695E-07		
Nasal cannula, Other: nasal cannula and Scoop mask	1	2.40835661210695E-07		
Other: Humidified Oxygen setup with face mask	1	2.40835661210695E-07		
Other: shovel mask on face with 100% o2	1	2.40835661210695E-07		
Other: face mask 70%	1	2.40835661210695E-07		
Other: 30 PERCENT MIST TENT	1	2.40835661210695E-07		
Other: nasal cannula positioned 1 inch from nares.	1	2.40835661210695E-07		
Other: 15L 100% humidified O2 via simple mask	1	2.40835661210695E-07		
Other: mist tent on 35 percent	1	2.40835661210695E-07		
Other: mist tent at 40 percent oxygen	1	2.40835661210695E-07		
Other: DB O2 SYSTEM W/ SIMPLE MASK	1	2.40835661210695E-07		
Other: tubed	1	2.40835661210695E-07		
Other: 50% O2 blowby via facemask	1	2.40835661210695E-07		
asleep for bp.	1	2.40835661210695E-07		
Other: nasal cannula-humidified	1	2.40835661210695E-07		
Other: Pt receiving no O2 through cannula	1	2.40835661210695E-07		
Other: trach mask, saline mist	1	2.40835661210695E-07		
Other: one liter	1	2.40835661210695E-07		
Other: doub	1	2.40835661210695E-07		
Other: 50% aerosol mask	1	2.40835661210695E-07		
Other: second back to back albuterol neb given followed by NS neb	1	2.40835661210695E-07		
Other: blow/by funnel	1	2.40835661210695E-07		
Other: 0.125L/min	1	2.40835661210695E-07		
Other: 40 % BB O2	1	2.40835661210695E-07		
Other: Nasal Cannula with oxygen mask at 50%	1	2.40835661210695E-07		
Other: Nasl Cannula with Oxygen Mask at 50%	1	2.40835661210695E-07		
Other: Via Trach blow by	1	2.40835661210695E-07		
Other: ventilator, intubated	1	2.40835661210695E-07		
Other: hospital ventilation per CVP	1	2.40835661210695E-07		
Other: humidified oxygen blowby	1	2.40835661210695E-07		
Other: coolmist open face mask	1	2.40835661210695E-07		
0.125	1	2.40835661210695E-07		
Other: bbo2 nearby	1	2.40835661210695E-07		
Other: 40% Trach collar	1	2.40835661210695E-07		
Other: NP airway to ETT with cool mist	1	2.40835661210695E-07		
Other: Cont. alb neb	1	2.40835661210695E-07		
Other: nitric oxide study	1	2.40835661210695E-07		
Other: nitric oxide pulse with 1L O2	1	2.40835661210695E-07		
Other: alb/atrovent neb	1	2.40835661210695E-07		
Other: 4L NC & 100% face tent	1	2.40835661210695E-07		
Other: Humidifed O2	1	2.40835661210695E-07		
Other: Humidified air attached to trach	1	2.40835661210695E-07		
Other: cont. akb	1	2.40835661210695E-07		
Other: cont albuterol by masj	1	2.40835661210695E-07		
Other: blow by and nasal canula	1	2.40835661210695E-07		
Other: home	1	2.40835661210695E-07		
5	1	2.40835661210695E-07		
Other: albuterol neb treatment	1	2.40835661210695E-07		
Other: Stand-By O2	1	2.40835661210695E-07		
Other: cont. abl	1	2.40835661210695E-07		
Other: conitnous neb	1	2.40835661210695E-07		
Other: mist maSK	1	2.40835661210695E-07		
Other: Cont. alb. by mask	1	2.40835661210695E-07		
Other: Trach with hum 02 collar	1	2.40835661210695E-07		
90	1	2.40835661210695E-07		
Other: trach tent	1	2.40835661210695E-07		
Other: mist cube and nasal cannula	1	2.40835661210695E-07		
Other: 100% humidified O2 scoop.	1	2.40835661210695E-07		
Other: nasal cannula plus double barrel BB)2	1	2.40835661210695E-07		
Other: cont. Alb. Neb. mask	1	2.40835661210695E-07		
Other: NC and NS neb at 6 liters	1	2.40835661210695E-07		
Other: tHumified air trach collar	1	2.40835661210695E-07		
Other: continuos Nebulizer	1	2.40835661210695E-07		
Other: xopenex nebulizer	1	2.40835661210695E-07		
Other: cont nebs on with face mask	1	2.40835661210695E-07		
Other: continuous albuterl	1	2.40835661210695E-07		
Other: manual w/ambu	1	2.40835661210695E-07		
Other: Talked to Fellow about taking the PT off of 5L via NC due to improved CXR and prolonged high FiO2 exposure concern.  Fellow agreed to take the PT off of 5L NC.  Will continue to monitor peumothorax if follow-up CXR's are taken.	1	2.40835661210695E-07		
Other: neb being adm.	1	2.40835661210695E-07		
Other: on neb treatment	1	2.40835661210695E-07		
Other: OFF cont neb per MD	1	2.40835661210695E-07		
Other: trch collatr	1	2.40835661210695E-07		
Other: hi lfow mask	1	2.40835661210695E-07		
Other: nasal canula, blow by in face	1	2.40835661210695E-07		
Other: contin Alb	1	2.40835661210695E-07		
Other: funnell	1	2.40835661210695E-07		
Other: Continuous Albtuerol	1	2.40835661210695E-07		
Other: Positive Pressure, ambu breaths intermittent	1	2.40835661210695E-07		
Other: 28% cool mist	1	2.40835661210695E-07		
Other: Pt comfortable on R/A. Refused Bipap at this time. Spoke with Mom, will notify RN if she can get him to go on overnight	1	2.40835661210695E-07		
Other: removing end tidal	1	2.40835661210695E-07		
Other: scoop mask humidiified O2	1	2.40835661210695E-07		
Other: of BiPap	1	2.40835661210695E-07		
Other: masked by anes	1	2.40835661210695E-07		
Other: 1 L nasal cannula	1	2.40835661210695E-07		
Other: pulled mask off	1	2.40835661210695E-07		
Other: face tent, pt not tolerating mask, was off in ED and ICP per mom, per Attnd and MDs OK to change and wean as tolerated.	1	2.40835661210695E-07		
Other: intubated with 3.0 cuffed ett	1	2.40835661210695E-07		
Other: nebulizer treatment in progress-	1	2.40835661210695E-07		
Other: Combi neb	1	2.40835661210695E-07		
Other: pari fish mask humidified	1	2.40835661210695E-07		
Other: funnel blow by	1	2.40835661210695E-07		
Other: single barrell trach collar	1	2.40835661210695E-07		
Other: trach collar, 100% on room air mist	1	2.40835661210695E-07		
Other: Neb treatment in process	1	2.40835661210695E-07		
Other: 50% Fi02 by DOUBLE BARREL to blow by face tent (pt will not wear other face mask)	1	2.40835661210695E-07		
Other: 50 %\ DOUBLE BARREL attached to blow by face mask (pt will not wear other face mask at this time	1	2.40835661210695E-07		
Other: sleeping	1	2.40835661210695E-07		
Other: cube of 30% oxygen	1	2.40835661210695E-07		
Other: Bag-IAS	1	2.40835661210695E-07		
Other: HF	1	2.40835661210695E-07		
Other: A-Bag.	1	2.40835661210695E-07		
Other: Albuterol Neb 0.5%	1	2.40835661210695E-07		
Other: Humidified O2 Scoop	1	2.40835661210695E-07		
Other: trach colar 3.0 bivona	1	2.40835661210695E-07		
Other: nebulizer treatment-	1	2.40835661210695E-07		
Other: ambu bag/cpap	1	2.40835661210695E-07		
Other: 100% O2 scoop	1	2.40835661210695E-07		
Other: 100% humidifiedO2 via scoop mask	1	2.40835661210695E-07		
Other: 50% humidified O2 trach collar	1	2.40835661210695E-07		
Other: Changed to 100% Humidified O2 scoop	1	2.40835661210695E-07		
Other: NC with INO	1	2.40835661210695E-07		
Other: np cpap	1	2.40835661210695E-07		
Other: nasal cannula and po tubing	1	2.40835661210695E-07		
Other: mouth piece	1	2.40835661210695E-07		
Other: continuous positive pressure	1	2.40835661210695E-07		
Other: tache	1	2.40835661210695E-07		
Other: Face tent  and Neb	1	2.40835661210695E-07		
Other: cool mist for stridor.	1	2.40835661210695E-07		
Other: 1005 humidified O2 scoop	1	2.40835661210695E-07		
Other: HUmidified sccop	1	2.40835661210695E-07		
Other: blow-by via trach collar	1	2.40835661210695E-07		
Other: 100% mask by anes.	1	2.40835661210695E-07		
Other: neb with NS	1	2.40835661210695E-07		
Other: neb w. NS	1	2.40835661210695E-07		
Other: trach:hme	1	2.40835661210695E-07		
Other: back on cool mist face tent after Albuterol neb rx	1	2.40835661210695E-07		
Other: bag mask, not assisting respirations	1	2.40835661210695E-07		
Other: shovel mask.	1	2.40835661210695E-07		
Other: shovel mask 50 percent	1	2.40835661210695E-07		
Other: LTV 950	1	2.40835661210695E-07		
Other: Pt's dialysis lines reversed for increased flow	1	2.40835661210695E-07		
Other: 3L blow by and 0.25 L NC	1	2.40835661210695E-07		
Other: nasal pillows on	1	2.40835661210695E-07		
Other: Humidified O2 via trach	1	2.40835661210695E-07		
Other: Back mask ventilation by C-medical	1	2.40835661210695E-07		
Other: Albuterol NEB	1	2.40835661210695E-07		
Other: NC: 2.5	1	2.40835661210695E-07		
Other: 1L oxygen bleed through continuous neb	1	2.40835661210695E-07		
Other: Trach collar with double barrel	1	2.40835661210695E-07		
Other: Respiratory at bedside for cardioversion	1	2.40835661210695E-07		
Other: intubated bagged ventilation	1	2.40835661210695E-07		
Other: 40% O2 -  humidifed	1	2.40835661210695E-07		
Other: nv	1	2.40835661210695E-07		
Other: hudson prongs	1	2.40835661210695E-07		
Other: neb treatment running. 0.5% albuterol	1	2.40835661210695E-07		
Other: abluteral neb	1	2.40835661210695E-07		
Other: passey with O2	1	2.40835661210695E-07		
Other: sip and puff vent	1	2.40835661210695E-07		
Other: 3@11:30	1	2.40835661210695E-07		
Other: Removed  own mask	1	2.40835661210695E-07		
Other: found pt to have taken off o2 NC	1	2.40835661210695E-07		
Other: trach with oxygen lead in	1	2.40835661210695E-07		
Other: at 2 liters	1	2.40835661210695E-07		
Other: Cont nebulizer	1	2.40835661210695E-07		
Other: MIST mask	1	2.40835661210695E-07		
Other: Shiley speaking valve with o2 port	1	2.40835661210695E-07		
Other: 35% oxygen mist via trach	1	2.40835661210695E-07		
Other: FIO2 35 %	1	2.40835661210695E-07		
Other: Cont. Neb w/ Helium	1	2.40835661210695E-07		
Other: neb in progress. setting up for continuous albuterol. family, RT, MD Sullivan at bedside. Care team aware of CHEWS score and HASS score.	1	2.40835661210695E-07		
Other: cont neb started	1	2.40835661210695E-07		
Other: HME to 2 l O2	1	2.40835661210695E-07		
Other: Humified mask, 30% 02	1	2.40835661210695E-07		
Other: continued assist	1	2.40835661210695E-07		
Other: placed back on Nasal cannula	1	2.40835661210695E-07		
Other: Heliox/cont.Neb	1	2.40835661210695E-07		
Other: humidefied scoop mask	1	2.40835661210695E-07		
Other: mask nasal airwa	1	2.40835661210695E-07		
Other: anesthesia bag/mask to face	1	2.40835661210695E-07		
Other: bbo2 with scoop nmask	1	2.40835661210695E-07		
Other: Speaking valve with O2	1	2.40835661210695E-07		
Other: nebulizer treatment per order	1	2.40835661210695E-07		
Other: albuterol neb finishing.	1	2.40835661210695E-07		
Other: humidifed shovel lmask	1	2.40835661210695E-07		
Other: vent NiPPV	1	2.40835661210695E-07		
Other: Dr. Miller giving pt positive pressure breaths	1	2.40835661210695E-07		
Other: 5 NC and abag as blow by	1	2.40835661210695E-07		
Other: HME no o2	1	2.40835661210695E-07		
Other: hum O2	1	2.40835661210695E-07		
Other: cool mist stopped due to dial can only sit as low as 28%.	1	2.40835661210695E-07		
Other: when asleep	1	2.40835661210695E-07		
Other: humidified 02 via scoop mask	1	2.40835661210695E-07		
Other: off	1	2.40835661210695E-07		
Other: Nasal Cannula with blowby	1	2.40835661210695E-07		
Other: Humidified o2	1	2.40835661210695E-07		
Other: face mask tent	1	2.40835661210695E-07		
Other: HeiOx 80/20	1	2.40835661210695E-07		
Other: blow by oxygen as ordered	1	2.40835661210695E-07		
Other: O2 blow by	1	2.40835661210695E-07		
Other: Nasal cannula and oxygen blow by	1	2.40835661210695E-07		
Other: Face mask c anesthesia bag	1	2.40835661210695E-07		
Other: 60% settings 14/8	1	2.40835661210695E-07		
Other: cool air mist, 40 %	1	2.40835661210695E-07		
Other: PAtient on continous albuterol	1	2.40835661210695E-07		
Other: Oxy Hood	1	2.40835661210695E-07		
Other: mist cool for comfort	1	2.40835661210695E-07		
Other: Other: NC as well as BB O2	1	2.40835661210695E-07		
Other: bb plus NC	1	2.40835661210695E-07		
Other: Extra blow by O2	1	2.40835661210695E-07		
Other: Blow-by 1L NC	1	2.40835661210695E-07		
Other: huidified shovel mask	1	2.40835661210695E-07		
Other: humiddifed blow by	1	2.40835661210695E-07		
Other: blow by cone.	1	2.40835661210695E-07		
Other: low 94% when sleeping but bouncing back up quickly	1	2.40835661210695E-07		
Other: Trach tube	1	2.40835661210695E-07		
Other: albuterol neb, and saline neb given- sternal and mid clavicular retractions-ORL resident notified	1	2.40835661210695E-07		
Other: mask by trach	1	2.40835661210695E-07		
Other: PS 10/ PEEP 8	1	2.40835661210695E-07		
Other: humidified 02 mist	1	2.40835661210695E-07		
Other: N2O started - 50%	1	2.40835661210695E-07		
Other: NO2 at 50%	1	2.40835661210695E-07		
Other: N2O on	1	2.40835661210695E-07		
Other: RAM premie	1	2.40835661210695E-07		
Other: nebulized with oxygen	1	2.40835661210695E-07		
Other: pt mouth breather, on 1 L nc. md aware	1	2.40835661210695E-07		
Other: nitrous down at 1532	1	2.40835661210695E-07		
Other: oxygen down	1	2.40835661210695E-07		
Other: Ni9trous off	1	2.40835661210695E-07		
Other: Blow by to trach	1	2.40835661210695E-07		
Other: Room air aerosol.	1	2.40835661210695E-07		
Other: gentle positive pressure	1	2.40835661210695E-07		
Other: 100% bagging	1	2.40835661210695E-07		
Other: Tent	1	2.40835661210695E-07		
Other: .5L	1	2.40835661210695E-07		
Other: cool mixt	1	2.40835661210695E-07		
Other: Blow by, NC	1	2.40835661210695E-07		
Other: NC and 100% simple mask	1	2.40835661210695E-07		
Other: humidified o2 with trach mask	1	2.40835661210695E-07		
Other: speaking valve with trach collar	1	2.40835661210695E-07		
Other: race neb	1	2.40835661210695E-07		
Other: 3 L NC with 50% blow by	1	2.40835661210695E-07		
Other: humif shovel mask, 28% O2 mix	1	2.40835661210695E-07		
Other: BCH vent	1	2.40835661210695E-07		
Other: pt having laryngospasm, anesthesia bag used, +oral cyanosis	1	2.40835661210695E-07		
Other: did not tolerate nose mask with O2 and N2O	1	2.40835661210695E-07		
Other: 5L NC 50% N2O	1	2.40835661210695E-07		
Other: neb being given	1	2.40835661210695E-07		
Other: nitrous on at 1323	1	2.40835661210695E-07		
Other: 50% N2O via nose mask	1	2.40835661210695E-07		
Other: hand bag mask by anesthesia	1	2.40835661210695E-07		
Other: O2 off	1	2.40835661210695E-07		
Other: 50% n2o	1	2.40835661210695E-07		
Other: C-pap & deep suctioning	1	2.40835661210695E-07		
Other: 50%n2o	1	2.40835661210695E-07		
Other: Receiving nebulizer	1	2.40835661210695E-07		
Other: cont albuterol w/heliox	1	2.40835661210695E-07		
Other: Heliox via Highflow NC	1	2.40835661210695E-07		
Other: N20 off at 8:45	1	2.40835661210695E-07		
Other: nitrous discontinued and oxygen 4 L given	1	2.40835661210695E-07		
Other: sprint to PS mode. at 10am	1	2.40835661210695E-07		
Other: n2o with 6L oxygen	1	2.40835661210695E-07		
Other: neblizer	1	2.40835661210695E-07		
Other: PEEP with BVM	1	2.40835661210695E-07		
Other: Humidified face mask	1	2.40835661210695E-07		
Other: Albuterol nebulizer started	1	2.40835661210695E-07		
Other: Nitric Nasal Cannula	1	2.40835661210695E-07		
Other: trach in situ 5.0 Shiley	1	2.40835661210695E-07		
Other: nasal trumpet  .21	1	2.40835661210695E-07		
Other: humdifed simple mask	1	2.40835661210695E-07		
Other: Neb mouth piece	1	2.40835661210695E-07		
Other: positive pressure with ambu bag	1	2.40835661210695E-07		
Other: receiving a neb by mom at this time	1	2.40835661210695E-07		
Other: hand bag masked	1	2.40835661210695E-07		
Other: cont.  albuterol	1	2.40835661210695E-07		
Other: prn albuterol tx given per NP Sanborn	1	2.40835661210695E-07		
Other: 50cc o2	1	2.40835661210695E-07		
Other: uncuffed flexed bivona	1	2.40835661210695E-07		
Other: HME with 2L O2 piggybacked in	1	2.40835661210695E-07		
Other: humidified  blow by	1	2.40835661210695E-07		
Other: 6L humidification 30% O2 applied with frequent  CPT and incentive spirometer	1	2.40835661210695E-07		
Other: HME with Oxygen	1	2.40835661210695E-07		
Other: coool mist	1	2.40835661210695E-07		
Other: albuterol neb placed on arrival per anesthesia order	1	2.40835661210695E-07		
Other: 15L Blow by and 3L NP	1	2.40835661210695E-07		
Other: humidifed trach mask	1	2.40835661210695E-07		
Other: trached, on wall vent.	1	2.40835661210695E-07		
Other: humidifie 02 via face tent	1	2.40835661210695E-07		
Other: Misted face tent	1	2.40835661210695E-07		
Other: humidified 28% via trach collar.	1	2.40835661210695E-07		
Other: nebulizer tratment	1	2.40835661210695E-07		
Other: completing neb	1	2.40835661210695E-07		
Other: Albuterol and saline neb treatment with mask	1	2.40835661210695E-07		
Other: NEB, off CPAP after suctioning, resp culture sent	1	2.40835661210695E-07		
Other: hme with 02	1	2.40835661210695E-07		
Other: Bubble cpap started	1	2.40835661210695E-07		
Other: areosol mask	1	2.40835661210695E-07		
Other: cool aerosol	1	2.40835661210695E-07		
Other: 7	1	2.40835661210695E-07		
Other: Home ivap machine. Anesthesia notified about temp. Parents say that baseline temp is 96-98 F at home and could dip down to 94-95 F	1	2.40835661210695E-07		
Other: ventilated by anesthesia	1	2.40835661210695E-07		
Other: heated-humidified nasal cannula	1	2.40835661210695E-07		
Other: NC+ neb	1	2.40835661210695E-07		
Other: humidified RA	1	2.40835661210695E-07		
Other: recemic epi	1	2.40835661210695E-07		
Other: NC through OA	1	2.40835661210695E-07		
Other: Trach with 0.5L trach mist\	1	2.40835661210695E-07		
Other: Airlife	1	2.40835661210695E-07		
Other: Aeresol mask	1	2.40835661210695E-07		
Other: on albuterol treatment	1	2.40835661210695E-07		
Other: 6 liters	1	2.40835661210695E-07		
Other: awaked	1	2.40835661210695E-07		
Other: NC on pt but no oxygen delivered during time of session	1	2.40835661210695E-07		
Other: HUMIDIFIED O2, WEANED TO 70%	1	2.40835661210695E-07		
Other: humidified air to soothe throat	1	2.40835661210695E-07		
Other: double  barrel oxygen	1	2.40835661210695E-07		
Other: Fish mask with NS neb	1	2.40835661210695E-07		
Other: trach mist 35%	1	2.40835661210695E-07		
Other: ttach collar	1	2.40835661210695E-07		
Other: albuterol nebulizer in progress	1	2.40835661210695E-07		
Other: breathing treatment	1	2.40835661210695E-07		
