ODD FiO2 entries	Count	Percentage	Percentage included	Map to
Other: 5L nasal mask/50% N2O	1	1.61545068731773E-07		
Other: set at 8	1	1.61545068731773E-07		
Other: using NC aat 3 L and Blow By, complaints of anxiety about 20 min, recievd Morphine settled and resting in bed, easily arousable	1	1.61545068731773E-07		
Other: c-pap	1	1.61545068731773E-07		
Other: Handbag as BB and High flow	1	1.61545068731773E-07		
Other: passy muir placed, grandmother turned off vent, pt requesting sprint, RT aware	1	1.61545068731773E-07		
Other: Awake OOB to window	1	1.61545068731773E-07		
Other: atrovent and albuterol neb	1	1.61545068731773E-07		
Other: continuou neb	1	1.61545068731773E-07		
Other: 4 liters via NC	1	1.61545068731773E-07		
Other: receiving albuterol nebulizer	1	1.61545068731773E-07		
Other: ambu bag CPAP, unassisted	1	1.61545068731773E-07		
Other: coninuous neb	1	1.61545068731773E-07		
Other: nebtx	1	1.61545068731773E-07		
Other: anesthesia bagmask cpap, spontaneous breathing, not being assisted	1	1.61545068731773E-07		
Other: Nebulizer given at this time	1	1.61545068731773E-07		
Other: puffs/neb	1	1.61545068731773E-07		
Other: Nitrous oxide nasal hood placed with 3L of nitrous oxide and 3L of oxygen	1	1.61545068731773E-07		
Other: Patient did not tolerate nitrous oxide nasal hood. Aborted nitrous oxide; 6 L/min of oxygen given for 5 minutes	1	1.61545068731773E-07		
Other: ne3b	1	1.61545068731773E-07		
Other: HME with 2 liters O2 piggyback in	1	1.61545068731773E-07		
Other: Nasal cannula 2-liters	1	1.61545068731773E-07		
Other: face shield	1	1.61545068731773E-07		
Other: cont. albuterol with heliox	1	1.61545068731773E-07		
Other: off for cares, sitting up in boppy	1	1.61545068731773E-07		
Other: ECMO Circuit	1	1.61545068731773E-07		
Other: Non Rebreather	1	1.61545068731773E-07		
Other: pari neb aerosol mask	1	1.61545068731773E-07		
Other: pt home vent VTE	1	1.61545068731773E-07		
Other: vte	1	1.61545068731773E-07		
Other: Respiratory therapist using coughlator	1	1.61545068731773E-07		
Other: humidified face mask.	1	1.61545068731773E-07		
Other: albuterol + atrovent neb on	1	1.61545068731773E-07		
Other: ETT hooked to Abag	1	1.61545068731773E-07		
Other: sccop maslk	1	1.61545068731773E-07		
Other: found patient asleep with mask off. RN aware	1	1.61545068731773E-07		
Other: CPAP held by anesthesia at bedside	1	1.61545068731773E-07		
Other: speaking valve in place.	1	1.61545068731773E-07		
Other: N/C 2 L	1	1.61545068731773E-07		
Other: Nasal cannula (in mouth, per home regimen)	1	1.61545068731773E-07		
Other: paitnt recieving a neb throgh the Bipap	1	1.61545068731773E-07		
Other: ambu bagged	1	1.61545068731773E-07		
Other: hom ventilator	1	1.61545068731773E-07		
Other: Home BIPAP	1	1.61545068731773E-07		
Other: humidified room air for comfort	1	1.61545068731773E-07		
Other: end tidal co2 montoring adapter	1	1.61545068731773E-07		
Other: anes. bag to start apnea test	1	1.61545068731773E-07		
Other: Humidifed O2	1	1.61545068731773E-07		
Other: TRilogy	1	1.61545068731773E-07		
Other: Race epi neb given	1	1.61545068731773E-07		
Other: neb 5 L	1	1.61545068731773E-07		
Other: 2.5 L N/C	1	1.61545068731773E-07		
Other: continuous  neb	1	1.61545068731773E-07		
Other: bi-pap	1	1.61545068731773E-07		
Other: heated-humidified nasal cannula	1	1.61545068731773E-07		
Other: 50% humidified o2	1	1.61545068731773E-07		
Other: Other: saline neb via trach collar per home routine	1	1.61545068731773E-07		
Other: CPAP being given via bag mask	1	1.61545068731773E-07		
Other: Anesthesia mask ventilate	1	1.61545068731773E-07		
Other: double barrel trach colar	1	1.61545068731773E-07		
Other: HME with 3L NC	1	1.61545068731773E-07		
Other: high flow plus bag/mask	1	1.61545068731773E-07		
Other: Humidified o2	1	1.61545068731773E-07		
Other: cont albuterol off at 2300	1	1.61545068731773E-07		
Other: continuous NS nebulizer	1	1.61545068731773E-07		
Other: on HME	1	1.61545068731773E-07		
Other: HiFI ventilation	1	1.61545068731773E-07		
Other: HME with 2L O2	1	1.61545068731773E-07		
Other: alb by mask	1	1.61545068731773E-07		
Other: high flow 25% 8 Liters	1	1.61545068731773E-07		
Other: Nasal canula and blow by	1	1.61545068731773E-07		
Other: neb administered	1	1.61545068731773E-07		
Other: Speaking Valve in place	1	1.61545068731773E-07		
Other: bipap with cont. albuterol	1	1.61545068731773E-07		
Other: NC at 4L	1	1.61545068731773E-07		
Other: RA, up to bathroom to void	1	1.61545068731773E-07		
Other: Room aIR	1	1.61545068731773E-07		
"Other: home ""sip and puff"" bipap"	1	1.61545068731773E-07		
Other: sip and puff home	1	1.61545068731773E-07		
Other: Albuterol neb/O2	1	1.61545068731773E-07		
Other: Cont. alb neb	1	1.61545068731773E-07		
Other: NC02	1	1.61545068731773E-07		
Other: bipap on	1	1.61545068731773E-07		
Other: Low Flow Nasal Cannula	1	1.61545068731773E-07		
Other: HFJV'	1	1.61545068731773E-07		
Other: liter nc	1	1.61545068731773E-07		
Other: Passemeur Valve	1	1.61545068731773E-07		
Other: iscillator	1	1.61545068731773E-07		
Other: bubbe CPAP	1	1.61545068731773E-07		
Other: aerosol mask with blow by tubing	1	1.61545068731773E-07		
Other: aerosol mask w/ blowby tubing	1	1.61545068731773E-07		
Other: attempting intubation	1	1.61545068731773E-07		
Other: 22      L nasal canula	1	1.61545068731773E-07		
Other: Passeymuir valve	1	1.61545068731773E-07		
Other: positve bag mask ventilation	1	1.61545068731773E-07		
Other: HFOV vent.	1	1.61545068731773E-07		
Other: CPAP 7 on continuous albuterol	1	1.61545068731773E-07		
Other: Off Bipap	1	1.61545068731773E-07		
Other: Heliox with continuous	1	1.61545068731773E-07		
Other: awake CPAP off	1	1.61545068731773E-07		
Other: CPAP held with face mask	1	1.61545068731773E-07		
Other: Bipap mask changed from full face to nasal mask per MDs	1	1.61545068731773E-07		
Other: humidified nasal cannula nad blow by	1	1.61545068731773E-07		
Other: hme with O2 at 3L.	1	1.61545068731773E-07		
Other: triology	1	1.61545068731773E-07		
Other: Oximyzer	1	1.61545068731773E-07		
Other: speaking valve with 4liters bleed in	1	1.61545068731773E-07		
Other: HOME HEATER	1	1.61545068731773E-07		
Other: high flow- aerosol mask neb	1	1.61545068731773E-07		
Other: .25 l nc	1	1.61545068731773E-07		
Other: 1/4L low flow meter	1	1.61545068731773E-07		
Other: cough assist, 5 sets of 5 at pressures of 35-35 (I-E)	1	1.61545068731773E-07		
Other: 28% FiO2 via trach collar	1	1.61545068731773E-07		
Other: 100% BB	1	1.61545068731773E-07		
Other: blwby and nasal canula	1	1.61545068731773E-07		
Other: via scoop mask	1	1.61545068731773E-07		
Other: 3lnc	1	1.61545068731773E-07		
Other: 50% DB FM and 4 LNC	1	1.61545068731773E-07		
Other: 28% fm	1	1.61545068731773E-07		
Other: 3 liters o2	1	1.61545068731773E-07		
Other: MDI given	1	1.61545068731773E-07		
Other: Double-barrel, highflow O2 cube.	1	1.61545068731773E-07		
Face tent, Other	1	1.61545068731773E-07		
Other: 1/2 liter nasal canula	1	1.61545068731773E-07		
Other: Nasal Canula .5L	1	1.61545068731773E-07		
Other: nasal canula .5L	1	1.61545068731773E-07		
Other: Nasal Canula - .5L	1	1.61545068731773E-07		
Other: nasal cannula at 3L, blow by	1	1.61545068731773E-07		
Other: face mask 100%	1	1.61545068731773E-07		
Other: 100% bloyw by	1	1.61545068731773E-07		
Other: 1 l nc O2	1	1.61545068731773E-07		
Other: SVNeb	1	1.61545068731773E-07		
Other: single barrell 50%	1	1.61545068731773E-07		
Other: deep breathing with respiratory therapy	1	1.61545068731773E-07		
Other: face mk	1	1.61545068731773E-07		
Other: portable oz	1	1.61545068731773E-07		
Other: double barrel, BBo2	1	1.61545068731773E-07		
Other: Sputum induction done with 7% hypertonic salline.  Tolerated well.  Productive of small amt yellow sputum.	1	1.61545068731773E-07		
Other: 70% face mask	1	1.61545068731773E-07		
Other: double barrel blow by face tent	1	1.61545068731773E-07		
Other: oxygen mist ube	1	1.61545068731773E-07		
Other: o2 tubing	1	1.61545068731773E-07		
Other: combivent neb being given	1	1.61545068731773E-07		
Other: double barrel as blow by	1	1.61545068731773E-07		
Other: nasal cannula and 100 bbo2	1	1.61545068731773E-07		
Other: off LTV	1	1.61545068731773E-07		
Other: BB @ HOB humidified O2	1	1.61545068731773E-07		
Other: nasal cannula 02	1	1.61545068731773E-07		
Other: double barrell mist cube	1	1.61545068731773E-07		
Other: via blow by	1	1.61545068731773E-07		
Other: 35	1	1.61545068731773E-07		
Other: hand bagigng	1	1.61545068731773E-07		
53	1	1.61545068731773E-07		
Other: HAND BAG ETT	1	1.61545068731773E-07		
Other: CPAP at night for desaturations and lung collapse	1	1.61545068731773E-07		
Other: ROOM AIR	1	1.61545068731773E-07		
Other: face bagging	1	1.61545068731773E-07		
Other: high-flow NC and double barrel aerosol mask	1	1.61545068731773E-07		
Other: artificial nose in place	1	1.61545068731773E-07		
Other: 70% double barrel	1	1.61545068731773E-07		
Other: spont breathing on a-bag	1	1.61545068731773E-07		
0.21	1	1.61545068731773E-07		
70	1	1.61545068731773E-07		
Other: bag,mas	1	1.61545068731773E-07		
Other: double barel trach collar	1	1.61545068731773E-07		
Other: double barrel trach collar, plus 50% BB by face	1	1.61545068731773E-07		
Other: nasal conula	1	1.61545068731773E-07		
Other: Cont. nebs stoppped; on RA in NAD	1	1.61545068731773E-07		
Other: double barrell facemask	1	1.61545068731773E-07		
Other: Double-barrel blow by	1	1.61545068731773E-07		
Other: Off Cont. Alb. Starting on Q1 @ 1330	1	1.61545068731773E-07		
Other: pt on bipap in spont mode for 30 minutes/pt changed to timed mode/pt appears comfortable	1	1.61545068731773E-07		
Other: Double Barrel Face Mask	1	1.61545068731773E-07		
Other: 3 liters via nasal cannula and blow by as needed	1	1.61545068731773E-07		
Other: Humidified mist	1	1.61545068731773E-07		
Other: COOL humidified mist	1	1.61545068731773E-07		
Other: .5 L nasal cannula	1	1.61545068731773E-07		
Other: 70% FiO2	1	1.61545068731773E-07		
Other: o2 decreased to 2 L	1	1.61545068731773E-07		
Other: hand bag ventilation	1	1.61545068731773E-07		
Other: 02 nc 1 lpm	1	1.61545068731773E-07		
Other: Atrovent Neb	1	1.61545068731773E-07		
Other: Patient turned away from Blow by O2	1	1.61545068731773E-07		
Other: aerosol nebulizer	1	1.61545068731773E-07		
Other: room air challenge, destas to 80's after 3 min, can go up to 91% with deep breathing.	1	1.61545068731773E-07		
Other: Track collar/ humidifier	1	1.61545068731773E-07		
Other: neb set-up with NS	1	1.61545068731773E-07		
Other: O2 via funnel at 8 L	1	1.61545068731773E-07		
Other: nasal cannula 1Liter	1	1.61545068731773E-07		
Other: HME with humidified O2 to trach 3..5 Bivona TTS	1	1.61545068731773E-07		
Other: cont albuterol/ HE-O2	1	1.61545068731773E-07		
Other: high flow 02 via anesthesia face mask	1	1.61545068731773E-07		
Other: Neb. TX	1	1.61545068731773E-07		
Other: w/ nebulizer	1	1.61545068731773E-07		
Other: pedi O2 mask	1	1.61545068731773E-07		
Other: attempted CPAP not tolerated. removed per RN	1	1.61545068731773E-07		
Other: 6 l nc by nebulaizer	1	1.61545068731773E-07		
Other: Pt off bipap, req nasal cannula	1	1.61545068731773E-07		
Other: Single-barrel, high-flow high-FiO2 aerosol mask.	1	1.61545068731773E-07		
Other: shovel mask at 35% shovel mask	1	1.61545068731773E-07		
Other: in mist cube for humidification	1	1.61545068731773E-07		
Other: nebulizer with albuterol	1	1.61545068731773E-07		
Other: scoop mask at 100%	1	1.61545068731773E-07		
Other: nansal cannula	1	1.61545068731773E-07		
Other: .5	1	1.61545068731773E-07		
Other: nebulizer with NS	1	1.61545068731773E-07		
Other: Nasal cannula low flow	1	1.61545068731773E-07		
Other: 30% humidified O2 via simple mask - pt. does not tolerate NC	1	1.61545068731773E-07		
Other: double-barrel high-flow high FiO2 aerosol mask AND 6 L NC	1	1.61545068731773E-07		
Other: 1LNC, NRB	1	1.61545068731773E-07		
Other: 3LNC, NRB	1	1.61545068731773E-07		
Other: DF Face mask 100% when she is compliant, otherwise on 5L NC	1	1.61545068731773E-07		
Other: DF face mask 100% when compliant, otherwise 10L NC	1	1.61545068731773E-07		
Other: trach changed by ORL	1	1.61545068731773E-07		
Other: Blow By Humidified Air for comfort, no O2 delivery	1	1.61545068731773E-07		
Other: simple mask w/heliox	1	1.61545068731773E-07		
Other: HME via RN	1	1.61545068731773E-07		
Other: 100&NRB	1	1.61545068731773E-07		
Other: 100% Humidified O2 BB	1	1.61545068731773E-07		
Other: 3 L NC	1	1.61545068731773E-07		
Other: nasal canula 2 L/M.	1	1.61545068731773E-07		
Other: albuterol nebulizer treatment in progress	1	1.61545068731773E-07		
Other: hand bag, suction	1	1.61545068731773E-07		
Other: 40% humidified O2	1	1.61545068731773E-07		
Other: BB found off of pt	1	1.61545068731773E-07		
Other: shovel mask using for comfort	1	1.61545068731773E-07		
Other: speaking valve with oxygen port placed	1	1.61545068731773E-07		
Other: PMW with Oxygen port.	1	1.61545068731773E-07		
Other: capped  with 2 LPM N/C	1	1.61545068731773E-07		
Other: trach cap 2LPM	1	1.61545068731773E-07		
Other: changed CNeb @ this time	1	1.61545068731773E-07		
Other: HME with  O2 hook up	1	1.61545068731773E-07		
Other: Non-rebreather Mask	1	1.61545068731773E-07		
Other: High frequency jet ventilation	1	1.61545068731773E-07		
Other: NEBULIZER GIVEN	1	1.61545068731773E-07		
Other: trach collar with passey muir	1	1.61545068731773E-07		
Other: off BIPAP	1	1.61545068731773E-07		
Other: 2 lites nasal cannula	1	1.61545068731773E-07		
Other: other cooling mist	1	1.61545068731773E-07		
Other: 2L nc	1	1.61545068731773E-07		
Other: 3 liter nc	1	1.61545068731773E-07		
Other: nasal cannila	1	1.61545068731773E-07		
Other: speaking valve with 0.5 fio2	1	1.61545068731773E-07		
Other: mask 5 L	1	1.61545068731773E-07		
Other: HI Fi	1	1.61545068731773E-07		
Other: n/c & NS neb	1	1.61545068731773E-07		
Other: n/c @ 3L	1	1.61545068731773E-07		
Other: speaker valve	1	1.61545068731773E-07		
Other: Bubble CPAP, Ram Cannula	1	1.61545068731773E-07		
Other: shovel mask/blow by	1	1.61545068731773E-07		
Other: shovwel mask	1	1.61545068731773E-07		
Other: neb with Oxygen	1	1.61545068731773E-07		
Other: speaking valve with 02 attached	1	1.61545068731773E-07		
Other: 28? blow by via mask	1	1.61545068731773E-07		
Other: albuterol neb Paril-C	1	1.61545068731773E-07		
Other: albterol neb	1	1.61545068731773E-07		
Other: NC3	1	1.61545068731773E-07		
Other: 3L NC - sprinting X2 sitting up in chair	1	1.61545068731773E-07		
Other: CONT ALB via mouthpiece	1	1.61545068731773E-07		
Other: cont alb. by mouthpiece	1	1.61545068731773E-07		
Other: recieving tobi neb.	1	1.61545068731773E-07		
Other: racemic epi neb ongoing	1	1.61545068731773E-07		
Other: HI flo Nasal cannula for cares and a 5 min break off Bipap	1	1.61545068731773E-07		
Other: a-bag blowby	1	1.61545068731773E-07		
Other: nasal cannula at 1l/min	1	1.61545068731773E-07		
Other: nc @2 liters	1	1.61545068731773E-07		
Other: attemptong intubation	1	1.61545068731773E-07		
Other: Albuterol/Atrovent Neb	1	1.61545068731773E-07		
Other: trach collar double-barrel	1	1.61545068731773E-07		
Other: NPPV- PCV	1	1.61545068731773E-07		
Other: speaking valve w/02	1	1.61545068731773E-07		
Other: Speach valve	1	1.61545068731773E-07		
Other: Albuterol Neb tx	1	1.61545068731773E-07		
Other: sip and puff BiPAP	1	1.61545068731773E-07		
Other: home settings, bipap	1	1.61545068731773E-07		
Other: home settings bipap	1	1.61545068731773E-07		
Other: Nebulizer Tx.	1	1.61545068731773E-07		
Other: non rebreather 10 L	1	1.61545068731773E-07		
Other: rebreather mask	1	1.61545068731773E-07		
Other: RN at bedside blow bi replaced to pt face	1	1.61545068731773E-07		
Other: bedside oxygen mask on with humidification	1	1.61545068731773E-07		
Other: pari neb for albuterol	1	1.61545068731773E-07		
Other: BBO2 scoop mask in face	1	1.61545068731773E-07		
Other: nrb mask	1	1.61545068731773E-07		
Other: speaking valve, o2 bled in	1	1.61545068731773E-07		
Other: 2hr post tranfusion	1	1.61545068731773E-07		
Other: Combineb in progre	1	1.61545068731773E-07		
Other: Nebulizer treatment/aerosol mask	1	1.61545068731773E-07		
Other: own os extention	1	1.61545068731773E-07		
Other: Heliox / continuous albuterol	1	1.61545068731773E-07		
Other: ram canula	1	1.61545068731773E-07		
Other: Regular nasal cannula	1	1.61545068731773E-07		
Other: shovel Mask	1	1.61545068731773E-07		
Other: extubated, cried, on blow by	1	1.61545068731773E-07		
Other: heliox/continuos albuterol	1	1.61545068731773E-07		
Other: scoop mask at 35%	1	1.61545068731773E-07		
Other: during bath time..	1	1.61545068731773E-07		
Other: bag mask- no positive pressure	1	1.61545068731773E-07		
Other: Hand-Bag bronchoscopy	1	1.61545068731773E-07		
Other: trach is	1	1.61545068731773E-07		
Other: Cap over tracheostomy	1	1.61545068731773E-07		
Other: 3l nasal cannula	1	1.61545068731773E-07		
Other: High Flow nasal cannula with heliox	1	1.61545068731773E-07		
Other: albuterol tx	1	1.61545068731773E-07		
Other: Cont neb via  heliox	1	1.61545068731773E-07		
Other: HME c 1 L O2	1	1.61545068731773E-07		
Other: oxygen reapplied, pt thrashing and removing oxygen	1	1.61545068731773E-07		
Other: nc 3 liters	1	1.61545068731773E-07		
Other: Isoflorene/apallo	1	1.61545068731773E-07		
Other: nasal cannula 3L of O2	1	1.61545068731773E-07		
Other: speaking valve, RA	1	1.61545068731773E-07		
Other: 3 LNC	1	1.61545068731773E-07		
Other: heliox with continuous albuterol by mask	1	1.61545068731773E-07		
Other: heliox: continuous albuterol by mask	1	1.61545068731773E-07		
Other: Double-barrel, aerosol mask	1	1.61545068731773E-07		
Other: neb mask, bipap on hold	1	1.61545068731773E-07		
Other: applied 50% blow by oxygen	1	1.61545068731773E-07		
Other: double-barrel 02 with mist via face mask	1	1.61545068731773E-07		
Other: double barrel with 02 with mist via face mask	1	1.61545068731773E-07		
Other: HME 21%	1	1.61545068731773E-07		
Other: Switched back to home vent, awaiting transport to arrive.	1	1.61545068731773E-07		
Other: Heliox+conts Albuterol	1	1.61545068731773E-07		
Other: conts. Albuterol + heliox	1	1.61545068731773E-07		
Other: nasal cannula in IR 1L	1	1.61545068731773E-07		
Other: left nare nasal trumpet	1	1.61545068731773E-07		
Other: simple msk	1	1.61545068731773E-07		
Other: neb/mask with saline	1	1.61545068731773E-07		
Other: ETT and ambu bag	1	1.61545068731773E-07		
Other: bagged with suctioning	1	1.61545068731773E-07		
Other: providing bag mask ventilations	1	1.61545068731773E-07		
Other: Abag mask used	1	1.61545068731773E-07		
Other: Inreased wound drainage, pt c/o increased pain, Dr Casavabt notified. Valium given, PCA orders revised and Ortho call to see pt regarding R LE dressing.	1	1.61545068731773E-07		
Other: Straight cath for 800 cc	1	1.61545068731773E-07		
Other: nasal canula at 0.25 L	1	1.61545068731773E-07		
Other: 4 via NC and ambu bag at face	1	1.61545068731773E-07		
Other: cont alb and heliox	1	1.61545068731773E-07		
Other: nasal can/ 2l	1	1.61545068731773E-07		
Other: speaking valve and 1/8L 02	1	1.61545068731773E-07		
Other: nasal airway removed patient awake	1	1.61545068731773E-07		
Other: doube barrel blow by	1	1.61545068731773E-07		
Other: nebs, and off CPAP x 45 min.	1	1.61545068731773E-07		
Other: oxygen saturation improved after blow by and nasal cannula	1	1.61545068731773E-07		
Other: Dr. Macnow holding CPAP via handbag mask	1	1.61545068731773E-07		
Other: Ventilator, bipap setting	1	1.61545068731773E-07		
Other: 2l nasal canula plus blow by	1	1.61545068731773E-07		
Other: speaking valve,2l o2	1	1.61545068731773E-07		
Other: Speaking valve with 1/2L O2	1	1.61545068731773E-07		
Other: Ventilator nasal cpap	1	1.61545068731773E-07		
Other: Facial CPAP held	1	1.61545068731773E-07		
Other: cool mist O2	1	1.61545068731773E-07		
Other: speakng valve (initiate), tolferate well	1	1.61545068731773E-07		
Other: passimuir valbr	1	1.61545068731773E-07		
Other: non rebreather mask @ 10 L flow	1	1.61545068731773E-07		
Other: Rebreather 100% o2	1	1.61545068731773E-07		
Other: men	1	1.61545068731773E-07		
Other: nasal csanula	1	1.61545068731773E-07		
Other: humidified 02 28%	1	1.61545068731773E-07		
Other: biphasic curass venitlation	1	1.61545068731773E-07		
Other: getting albuterol neb	1	1.61545068731773E-07		
Other: trach collar with humidified blow by.	1	1.61545068731773E-07		
Other: albuterol nebulzer	1	1.61545068731773E-07		
Other: cont nebs	1	1.61545068731773E-07		
Other: 02 100% via bvm blowby	1	1.61545068731773E-07		
Other: trach, capped	1	1.61545068731773E-07		
Other: face mask/BB	1	1.61545068731773E-07		
Other: O2 applied with device over T piecce	1	1.61545068731773E-07		
Other: nasaL canula vai CO2 monitor	1	1.61545068731773E-07		
Other: LMA/ambu bag	1	1.61545068731773E-07		
Other: simple mask 4 l	1	1.61545068731773E-07		
Other: continuous albuterol neb per RT	1	1.61545068731773E-07		
Other: nasal canula 1 L	1	1.61545068731773E-07		
Other: cool mist BBo2	1	1.61545068731773E-07		
Other: HiFi Vent	1	1.61545068731773E-07		
Other: 4l NC	1	1.61545068731773E-07		
Other: Non rebreather mask at 10liters, nasal cannula	1	1.61545068731773E-07		
Other: Speaking valve w/oxygen port	1	1.61545068731773E-07		
Other: speaking valve w/O2 port	1	1.61545068731773E-07		
Other: nasal canula 2 l	1	1.61545068731773E-07		
Other: Albuterol Nebullizer	1	1.61545068731773E-07		
Other: currently on continous neb	1	1.61545068731773E-07		
Other: nasal canul	1	1.61545068731773E-07		
Other: intermittent blow-by provided	1	1.61545068731773E-07		
Other: heliozx and albuterol	1	1.61545068731773E-07		
Other: cooo, mist	1	1.61545068731773E-07		
Other: trach mask with neb	1	1.61545068731773E-07		
Other: humidfied oxygen	1	1.61545068731773E-07		
Other: Other: blow-by around face as mask	1	1.61545068731773E-07		
Other: face tent with supplemental	1	1.61545068731773E-07		
Other: humidified mist via scoop mask.	1	1.61545068731773E-07		
Other: 5L NC	1	1.61545068731773E-07		
Other: pt breathing on own, A-bag used for O2 delivery	1	1.61545068731773E-07		
Other: ther: HFVO	1	1.61545068731773E-07		
Other: jaw thrust and simple mask	1	1.61545068731773E-07		
Other: Bipap w/ continuous albuterol	1	1.61545068731773E-07		
Other: double barrel blow by`	1	1.61545068731773E-07		
Other: humidified oxygen attempt to wean unsuccessful	1	1.61545068731773E-07		
Other: pt. on neb	1	1.61545068731773E-07		
Other: ccol mist	1	1.61545068731773E-07		
Other: speaking balve	1	1.61545068731773E-07		
Other: albuiterol neb started	1	1.61545068731773E-07		
Other: Nasal Hood with 3L/min oxygen and 3L/min nitrous oxide	1	1.61545068731773E-07		
Other: HIE	1	1.61545068731773E-07		
Other: neb treatment awaiting continuous albuterol	1	1.61545068731773E-07		
Other: Passy Meuir valve	1	1.61545068731773E-07		
Other: Passy Meur	1	1.61545068731773E-07		
Other: anesthesia bagmask	1	1.61545068731773E-07		
Other: hmidified scoop mask	1	1.61545068731773E-07		
Other: doublr barrel 40% FT	1	1.61545068731773E-07		
Other: humidifed O2 blow by	1	1.61545068731773E-07		
Other: face mask with nasal trumpet	1	1.61545068731773E-07		
Other: aratificial nose	1	1.61545068731773E-07		
Other: sinmple mask	1	1.61545068731773E-07		
Other: awake/off NIPPV	1	1.61545068731773E-07		
Other: DB blow by	1	1.61545068731773E-07		
Other: HME with 2 liters,	1	1.61545068731773E-07		
Other: Hand bag trach	1	1.61545068731773E-07		
Other: hand bag ventilation Bronched	1	1.61545068731773E-07		
Other: trach changed same size custom trach. suctioned  times 3	1	1.61545068731773E-07		
Other: Passey Muir 2 L 02.	1	1.61545068731773E-07		
Other: hand bag and mask	1	1.61545068731773E-07		
Other: Ecmo Circuit	1	1.61545068731773E-07		
Other: face mask with albuterol rx  - 5 liters	1	1.61545068731773E-07		
Other: NRB blowby	1	1.61545068731773E-07		
Other: 3L NP with blow by at 15L	1	1.61545068731773E-07		
Other: sip and puff used as needed	1	1.61545068731773E-07		
Other: sip and puu	1	1.61545068731773E-07		
Other: 0.5 Nasal Canula	1	1.61545068731773E-07		
Other: VTE	1	1.61545068731773E-07		
"Other: trilogy ""sip & puff"""	1	1.61545068731773E-07		
Other: Sccop mask	1	1.61545068731773E-07		
Other: speaking valve--passy muir	1	1.61545068731773E-07		
Other: Adult re-breather	1	1.61545068731773E-07		
Other: ETT on Abag	1	1.61545068731773E-07		
Other: hi flow	1	1.61545068731773E-07		
Other: nedulizer	1	1.61545068731773E-07		
Other: neb hooked up to O2 tank	1	1.61545068731773E-07		
Other: blowby 50%	1	1.61545068731773E-07		
Other: 40% humidified mist on	1	1.61545068731773E-07		
Other: abag blowby	1	1.61545068731773E-07		
Other: humidified bly by O@	1	1.61545068731773E-07		
Other: low flow NC 3LPM	1	1.61545068731773E-07		
Other: fac	1	1.61545068731773E-07		
Other: Intermittent blow-by	1	1.61545068731773E-07		
Other: see Anesthesia Record	1	1.61545068731773E-07		
Other: HME 1Liter	1	1.61545068731773E-07		
Other: humidifed oxygen via aerosol mask	1	1.61545068731773E-07		
Other: n/a	1	1.61545068731773E-07		
Other: HME, per pt mother request	1	1.61545068731773E-07		
Other: 0.75	1	1.61545068731773E-07		
Other: blow by humidified	1	1.61545068731773E-07		
Other: 3 liter nasal cannula	1	1.61545068731773E-07		
Other: with cool mist	1	1.61545068731773E-07		
Other: face tent and cold mist	1	1.61545068731773E-07		
Other: Speaking valve w/ o2 Port	1	1.61545068731773E-07		
Other: Speaking valve O2 port	1	1.61545068731773E-07		
Other: Continuous Albuterol Neb	1	1.61545068731773E-07		
Other: Heliox with continuos albluterol	1	1.61545068731773E-07		
Other: emergency mask	1	1.61545068731773E-07		
Other: track mask	1	1.61545068731773E-07		
Other: sip& puff	1	1.61545068731773E-07		
Other: Recieving nebs	1	1.61545068731773E-07		
Other: Nasal cannula 0.25L	1	1.61545068731773E-07		
Other: HME per mom	1	1.61545068731773E-07		
Other: Holding Bipap mask	1	1.61545068731773E-07		
Other: BB Double barrel	1	1.61545068731773E-07		
Other: aero mask, neb	1	1.61545068731773E-07		
Other: HME with 1L O2 bled in	1	1.61545068731773E-07		
Other: mask at face without positive pressure	1	1.61545068731773E-07		
Other: holding a bag over face	1	1.61545068731773E-07		
Other: bag/mask PPV	1	1.61545068731773E-07		
Other: high flow and full face mask, resp here to place high flow	1	1.61545068731773E-07		
Other: HM e	1	1.61545068731773E-07		
Other: sx/ HME	1	1.61545068731773E-07		
Other: CO2 monitor with 2L O2	1	1.61545068731773E-07		
Other: Capnography with 2L O2	1	1.61545068731773E-07		
Other: oxygen delivery device	1	1.61545068731773E-07		
Other: passemeur	1	1.61545068731773E-07		
Other: passemeur valve	1	1.61545068731773E-07		
Other: first attempt ETCO2 49	1	1.61545068731773E-07		
Other: bipap with continuous albuterol	1	1.61545068731773E-07		
Other: sip & blow	1	1.61545068731773E-07		
Other: HB	1	1.61545068731773E-07		
Other: continuous albuterol discontinued	1	1.61545068731773E-07		
Other: bag mask at face but no positive pressure	1	1.61545068731773E-07		
Other: home vent sip and puff	1	1.61545068731773E-07		
Other: HME 2 liter	1	1.61545068731773E-07		
Other: HME 1.5 liter	1	1.61545068731773E-07		
Other: Cool mist.	1	1.61545068731773E-07		
Other: HFJET	1	1.61545068731773E-07		
Other: anes. bag at face without positive pressure.	1	1.61545068731773E-07		
Other: bubble cpap 6	1	1.61545068731773E-07		
Other: Aerosol mask w/ blow-by tubing	1	1.61545068731773E-07		
Other: pari-neb mask	1	1.61545068731773E-07		
Other: nbulizer	1	1.61545068731773E-07		
Other: rm air	1	1.61545068731773E-07		
Other: bubble cpcp	1	1.61545068731773E-07		
Other: HeOx cont albuterol by mask	1	1.61545068731773E-07		
