Airway Assessment entries	Count	Percentage	Percentage included	Map to
Other: sl nasal congestion	1	1.71740363605263E-07		
Tracheostomy, Other: 4.0 pedi shiley.	1	1.71740363605263E-07		
Other: brief episode of stridor overnight; self-resolved	1	1.71740363605263E-07		
Other: On 0.5 L flow FIO2 via nasal cannula for high RVp.	1	1.71740363605263E-07		
No compromise, Other: upper rest congestion	1	1.71740363605263E-07		
Other: asymmetric breath sounds d/t thoracic curve anomales	1	1.71740363605263E-07		
No compromise, Other: Chronic cough at baseline	1	1.71740363605263E-07		
Other: tonsillitis--bipap or nasl trumpet used to overcome obstruction	1	1.71740363605263E-07		
Other: Productive cough for three weeks	1	1.71740363605263E-07		
Nasopharyngeal airway, Oropharyngeal airway, Other: anesthesia managing airway	1	1.71740363605263E-07		
Other: tachypnea, 70s-90s, NC @ 0.5L flow FIO2.	1	1.71740363605263E-07		
Other: pulmonary hypertension	1	1.71740363605263E-07		
Other: +ketone breath	1	1.71740363605263E-07		
No compromise, Oropharyngeal airway, Other: oral airway in place from OR	1	1.71740363605263E-07		
Other: has history of fast breathing and laryngomalasia. takes inhalers bid	1	1.71740363605263E-07		
No compromise, Patent, Other: choanal atresia left side	1	1.71740363605263E-07		
Other: constant coughing and spitting of pooled secreations	1	1.71740363605263E-07		
No compromise, Other: Pt. has a congested nose, no cough	1	1.71740363605263E-07		
Other: expiratory  wheeze	1	1.71740363605263E-07		
Other: deep cough. s/bAndy Androkites. Instructed to take mucinex for cold symptom relief	1	1.71740363605263E-07		
Other: unableto assess due to lackof pt cooperation	1	1.71740363605263E-07		
Other: sonorous breathing	1	1.71740363605263E-07		
Other: Pt desat into 84% with dystonia episode. Bagged untill pt back to baseline	1	1.71740363605263E-07		
Other: patient airway irritated, neb given	1	1.71740363605263E-07		
No compromise, Other: +nonproductive cough, improving per mom	1	1.71740363605263E-07		
"No compromise, Stridorous, Other: mild upper air way ""stridor"",w orse with cares"	1	1.71740363605263E-07		
Other: Increased EtCo2	1	1.71740363605263E-07		
Other: mild tracheal/suncostal retractions, soft exp wheezes/scattered	1	1.71740363605263E-07		
Other: uncooperative cannot access	1	1.71740363605263E-07		
No compromise, Nasopharyngeal airway, Other: bilateral nare	1	1.71740363605263E-07		
Other: rhonchi all lobes good air exchange	1	1.71740363605263E-07		
"Other: states ""no problems breathing, now... feels good."""	1	1.71740363605263E-07		
No compromise, Other: breathing through nose and mouth	1	1.71740363605263E-07		
Other: slight obstructive sounds  - Sat 100%	1	1.71740363605263E-07		
No compromise, Other: upper airway noises	1	1.71740363605263E-07		
No compromise, Other: faint scattered end exp wheezes	1	1.71740363605263E-07		
No compromise, Other: high flow nasal cannula	1	1.71740363605263E-07		
Other: intermit obstruction from uvula, clear with cough	1	1.71740363605263E-07		
Tracheostomy, Other: per dad, pt takes 2 liters 2 when sleeping, desats to low 87-92 without 02	1	1.71740363605263E-07		
Other: Tachypneic, no sweating, not recruiting accessory muscles	1	1.71740363605263E-07		
Other: baseline upper airway noise	1	1.71740363605263E-07		
Other: Replogle dependant	1	1.71740363605263E-07		
Nasopharyngeal airway, Other: patient obstructing on arrival to unit, nasal trumpet placed	1	1.71740363605263E-07		
Other: definite nasal obstruction noted upon auscultation	1	1.71740363605263E-07		
Other: tachypneic,	1	1.71740363605263E-07		
No compromise, Vocal cord paralysis, Other: left side vocal cord paralysis	1	1.71740363605263E-07		
No compromise, Other: BiPap mask on face	1	1.71740363605263E-07		
Positional, Stridorous, Other: soft collar	1	1.71740363605263E-07		
Other: uppr airway noise from pooled secretions	1	1.71740363605263E-07		
Other: pt. feels 'tight', no wheezing	1	1.71740363605263E-07		
Stridorous, Other: interm. insp. stridor that improves with repositioning	1	1.71740363605263E-07		
No compromise, Other: oroesophageal replogle tube	1	1.71740363605263E-07		
No compromise, Other: intermittent cough in the morning. non productive	1	1.71740363605263E-07		
Other: Pt c/o nasal congestion	1	1.71740363605263E-07		
Cervical spine immobilized, Oropharyngeal airway, Other: cervical collar in place to prevent obstruction.  On BIPAP	1	1.71740363605263E-07		
No compromise, Other: had upper respiratory virus one week ago / cough congestion/ low grade fever now well/ / breath sounds clear	1	1.71740363605263E-07		
No compromise, Other: chest tube d/c'ed today	1	1.71740363605263E-07		
Other: c/o throat tightness	1	1.71740363605263E-07		
No compromise, Other: MILD STRIDOR	1	1.71740363605263E-07		
Other: critical airway, lymphatic malformation	1	1.71740363605263E-07		
Other: tachypneic, retracting,	1	1.71740363605263E-07		
No compromise, Other: mild stridor when agitated	1	1.71740363605263E-07		
Stridorous, Other: no stridor asleep	1	1.71740363605263E-07		
Other: stridor only with agitation	1	1.71740363605263E-07		
No compromise, Other: Cough and running nose resolving	1	1.71740363605263E-07		
No compromise, Other: pt denies dyspnea/ does say breathing is tight / appears in no distress/ on ivig infusio therapy 20 gms every two weeks	1	1.71740363605263E-07		
No compromise, Endotracheal tube, Other: see anesthesia record, pt intubated for cath	1	1.71740363605263E-07		
No compromise, Other: slight cough for 1 week, improving	1	1.71740363605263E-07		
Endotracheal tube, Stridorous, Other: congenital nasal deformity	1	1.71740363605263E-07		
Stridorous, Other: pharyngeal stents in place`	1	1.71740363605263E-07		
No compromise, Other: faint inspiratory stridor, resolving	1	1.71740363605263E-07		
No compromise, Vocal cord paralysis, Other: pt has trouble breathing d/t thick secretions; failed MBS yesterday, lots of drooling and self suction with yankaeur	1	1.71740363605263E-07		
Other: Requires O2	1	1.71740363605263E-07		
No compromise, Other: 6L NC. circumoral cyanosis present, labored breathing when oob to commode	1	1.71740363605263E-07		
Tracheostomy, Other: ventilated, ICU RN at bedside, home care RN intermittent suctioning	1	1.71740363605263E-07		
"No compromise, Other: mild loose cough, started thia am   mom states ""not a cold, from the dry air in the house"""	1	1.71740363605263E-07		
No compromise, Stridorous, Other: croupy cough	1	1.71740363605263E-07		
Other: laryngomalacia, OSA, hypotonia	1	1.71740363605263E-07		
No compromise, Other: reports cough and cold symptoms. Per Anailda, she will cough hard then vomit.	1	1.71740363605263E-07		
Other: On biPAP at night	1	1.71740363605263E-07		
No compromise, Other: cf coarse throughout	1	1.71740363605263E-07		
Other: stridor with crying, none at rest at time of triage	1	1.71740363605263E-07		
Other: cannot manage secretions due to unrepaired EA, replogle in place	1	1.71740363605263E-07		
Other: able now to relax jaw and speak easily this occured during assessment	1	1.71740363605263E-07		
Other: difficult intubation in previous procedures	1	1.71740363605263E-07		
Positional, Vocal cord paralysis, Other: positional stridor	1	1.71740363605263E-07		
Positional, Vocal cord paralysis, Other: occ upper airway stridor	1	1.71740363605263E-07		
No compromise, Other: pt with immune def / on ivig infusion therapy 20 Gms e very 3-4 weeks	1	1.71740363605263E-07		
No compromise, Other: on 02 sat monitor with PCA morphine	1	1.71740363605263E-07		
No compromise, Other: ? mild audible stridor vs noisy respirations	1	1.71740363605263E-07		
No compromise, Other: upper airway snore	1	1.71740363605263E-07		
Tracheostomy, Other: Bivona 5 Fr, 44 cm	1	1.71740363605263E-07		
Other: C ough	1	1.71740363605263E-07		
Other: initial meconium aspiration suctioned	1	1.71740363605263E-07		
Endotracheal tube, Other: s/p supraglottoplasty	1	1.71740363605263E-07		
No compromise, Stridorous, Other: occasional stridor, per ICU not new	1	1.71740363605263E-07		
No compromise, Other: very mild stridor at rest	1	1.71740363605263E-07		
No compromise, Other: freq dry cough	1	1.71740363605263E-07		
Tracheostomy, Other: trach secure with ties.	1	1.71740363605263E-07		
No compromise, Other: psoriasis head and behind ears	1	1.71740363605263E-07		
No compromise, Other: sinus infection	1	1.71740363605263E-07		
No compromise, Other: sl periodic dry cough	1	1.71740363605263E-07		
No compromise, Other: does have clear rinorrhea per aunt had cold for a week but improving. now just clear draingage from nose	1	1.71740363605263E-07		
Other: swollen neck, no c/o problem swallowing or breathing	1	1.71740363605263E-07		
No compromise, Stridorous, Other: stridor with crying only\	1	1.71740363605263E-07		
Other: Sl. scattered exp. wheeze.improved aerartion after N/S nebs and Xopenex neb.	1	1.71740363605263E-07		
Oropharyngeal airway, Other: JAw thrust	1	1.71740363605263E-07		
No compromise, Other: sl congested cough, much improved per parents	1	1.71740363605263E-07		
Stridorous, Other: quiet when relaxed, stridorous with agitation	1	1.71740363605263E-07		
Other: OCCASIONAL WEAK INSP. STRIDOR WITH CRYING	1	1.71740363605263E-07		
Other: occasional stridor, upper airway congestion; unable to clear secretions	1	1.71740363605263E-07		
No compromise, Other: oralph out resoir status stable; effective cough	1	1.71740363605263E-07		
No compromise, Other: cough and intermittent rhinorrhea	1	1.71740363605263E-07		
Other: Albuterol neb given.	1	1.71740363605263E-07		
No compromise, Other: 0.5 L O2 via NC for PV stenosis	1	1.71740363605263E-07		
Stridorous, Other: Extubated	1	1.71740363605263E-07		
Stridorous, Other: large amount of secretions	1	1.71740363605263E-07		
Endotracheal tube, Other: ?oral mass or cyst	1	1.71740363605263E-07		
Tracheostomy, Other: Weak cough	1	1.71740363605263E-07		
No compromise, Other: sinus congestion/ clear discharge	1	1.71740363605263E-07		
No compromise, Other: getting over a cold.	1	1.71740363605263E-07		
Edematous, Stridorous, Other: s/p cyst removal and adenoidectomy	1	1.71740363605263E-07		
Tenuous, Unprotected, Other: spit fistula replogle in esophageal pouch	1	1.71740363605263E-07		
No compromise, Other: audible upper airway congestion	1	1.71740363605263E-07		
Other: minimal stridor with crying	1	1.71740363605263E-07		
Tracheostomy, Other: humidified barrel	1	1.71740363605263E-07		
Other: occ apnic and seasaw breathing episodes, positive upper airway secretions, trouble clearing	1	1.71740363605263E-07		
Other: occ apneic and seasaw breathing episodes, positive upper airway secretions, trouble clearing	1	1.71740363605263E-07		
Other: laryngospasm upon starting to wake up, anes. & hosp. at bedside for airway support. Pt's VS remain stable..	1	1.71740363605263E-07		
Stridorous, Other: stridor sl. improved	1	1.71740363605263E-07		
Other: 2 desats during day to 60s and 70s possible associated with occluding airway, patient floppy, resolves with repositioning	1	1.71740363605263E-07		
Stridorous, Other: no distress when calm	1	1.71740363605263E-07		
Other: Just extubated to high flow nasal cannula	1	1.71740363605263E-07		
No compromise, Stridorous, Other: mild stridor only with deep breath.	1	1.71740363605263E-07		
No compromise, Stridorous, Other: intermittent stridor; MD aware; decadron; neck roll placed	1	1.71740363605263E-07		
Other: thick secretions and needing to be suctioned	1	1.71740363605263E-07		
No compromise, Other: Pt. received Nebulizer at 2:45 pm; lungs aerating well.	1	1.71740363605263E-07		
Other: choanal stenosis to R nare	1	1.71740363605263E-07		
Other: pt snoring-positioned to open airway	1	1.71740363605263E-07		
No compromise, Other: upper airway congestion noted when sleeping d/t mucositis. clear when awake	1	1.71740363605263E-07		
No compromise, Other: has loose cropie cough	1	1.71740363605263E-07		
Other: tachypneic at rest	1	1.71740363605263E-07		
Endotracheal tube, Patent, Tracheal midline shift	1	1.71740363605263E-07		
Critical, Endotracheal tube, Stridorous, Other: Tracheomalacia, laryngomalasia. Increased stridor when upset	1	1.71740363605263E-07		
No compromise, Other: Breathing unlabored.	1	1.71740363605263E-07		
Other: Baseline UAC	1	1.71740363605263E-07		
No compromise, Other: arching neck pback / positioning to breath/	1	1.71740363605263E-07		
No compromise, Other: continues with large amt clear mucus from nose	1	1.71740363605263E-07		
Other: reports intermittent tight couogh since Thursday, since finishing dexamethasone	1	1.71740363605263E-07		
No compromise, Other: Laryngeal cleft, tracheomalacia	1	1.71740363605263E-07		
Other: Pt. states that breathing is better.	1	1.71740363605263E-07		
Other: BIPAP present	1	1.71740363605263E-07		
Other: Audible inspiratory stridor while fussy & crying that resolved without RN interventions	1	1.71740363605263E-07		
No compromise, Other: +Cough; On .25liter o2 nasal canula; +UAC bilaterally	1	1.71740363605263E-07		
Positional, Stridorous, Other: stridor when upset and sleeping	1	1.71740363605263E-07		
No compromise, Other: ? vascular ring	1	1.71740363605263E-07		
No compromise, Other: No change.	1	1.71740363605263E-07		
No compromise, Oropharyngeal airway, Other: baseline O2 sats in the 70's on room air	1	1.71740363605263E-07		
No compromise, Other: cpap machine q evening	1	1.71740363605263E-07		
Endotracheal tube, Positional, Other: micronathia	1	1.71740363605263E-07		
Endotracheal tube, Oropharyngeal airway, Patent, Tenuous, Tracheostomy	1	1.71740363605263E-07		
Other: coarse, retracting	1	1.71740363605263E-07		
No compromise, Other: congested at baseline, S/P esophogeal fistula direct repair	1	1.71740363605263E-07		
Critical, Other: no stridor unless crying; then mostly hoarse cough	1	1.71740363605263E-07		
Positional, Other: Oral airway removed	1	1.71740363605263E-07		
No compromise, Other: floppy airway- sleep apnea	1	1.71740363605263E-07		
No compromise, Stridorous, Other: Stridor when awake	1	1.71740363605263E-07		
No compromise, Other: stridor heard when patient is crying; not at rest.	1	1.71740363605263E-07		
Positional, Other: hx critical airway	1	1.71740363605263E-07		
Positional, Other: large jaw and tongue	1	1.71740363605263E-07		
No compromise, Other: no voice.	1	1.71740363605263E-07		
Other: tachypnic/ on continuous O2 via face mask at 5L / O2 Sat 100% on the 5 L/ breath sounds clear/ resp effort shallow	1	1.71740363605263E-07		
Other: only stridulous with crying-	1	1.71740363605263E-07		
No compromise, Other: Lungs sound clear to ascultation	1	1.71740363605263E-07		
No compromise, Other: Pt w/ hypogam no recent infections or fevers did have migrane after last infusion. Pt afebrile LS clear.	1	1.71740363605263E-07		
No compromise, Other: intermittent very sl. stridor without any respiratory distress or c/o	1	1.71740363605263E-07		
Endotracheal tube, Tracheostomy, Other: ETT via trach	1	1.71740363605263E-07		
Other: pt on con't O2	1	1.71740363605263E-07		
No compromise, Other: mild stridor/congested breathing noted that resolved when repoisitioned with head position changed to sl hyper-extended	1	1.71740363605263E-07		
No compromise, Positional, Other: pools oral secretions	1	1.71740363605263E-07		
Other: clear - repoerted stridor at rest	1	1.71740363605263E-07		
No compromise, Other: mom reports cold symptoms. no drainage, no cough.	1	1.71740363605263E-07		
Stridorous, Other: severe tracheal malasia	1	1.71740363605263E-07		
No compromise, Other: severe trachial malasia	1	1.71740363605263E-07		
Tracheostomy, Other: pt with 34 Shiley trach/ uncuffed/ uses multiple nebs, requires  occassional suctioning/ breath sounds clear	1	1.71740363605263E-07		
No compromise, Other: dec 02 sat prn overnight, responds to deep breathing and occ supp 02	1	1.71740363605263E-07		
No compromise, Other: Rhinorrhea	1	1.71740363605263E-07		
Other: Mild inspiratory noises after sedation, resolved with positioning.	1	1.71740363605263E-07		
Other: coughing/ productive of thick white sputum	1	1.71740363605263E-07		
No compromise, Stridorous, Other: intermittent stridor/hoarseness since intubation for surgery	1	1.71740363605263E-07		
Other: SEVERE OSA while asleep	1	1.71740363605263E-07		
Other: required occasional jaw thrust for upper airway noise	1	1.71740363605263E-07		
No compromise, Edematous, Other: Obstructive at times	1	1.71740363605263E-07		
Other: intermitant stridor	1	1.71740363605263E-07		
Other: stridor, continous bronchspasm	1	1.71740363605263E-07		
No compromise, Other: pt with immune def   has  been well	1	1.71740363605263E-07		
No compromise, Other: BIPAP overnoc, currently on 1L NC	1	1.71740363605263E-07		
No compromise, Oropharyngeal airway, Other: upper airway, rhonci sounds congested	1	1.71740363605263E-07		
No compromise, Other: increased amt of blood tinged secretions	1	1.71740363605263E-07		
Stridorous, Other: with crying only	1	1.71740363605263E-07		
Other: occluding with secretions scant  amount post nasal bleeding	1	1.71740363605263E-07		
Other: Obstructing//.O2 administered	1	1.71740363605263E-07		
Other: audible breathing	1	1.71740363605263E-07		
No compromise, Other: Pt w/ hx of asthma and allergies LS clear bilaterally on assessment	1	1.71740363605263E-07		
No compromise, Other: sl grunting	1	1.71740363605263E-07		
Other: desaturating on 6 liter nc, no physical appearance of respiratory distress MD notified	1	1.71740363605263E-07		
No compromise, Other: back to baseline 97% on 4 liters nc	1	1.71740363605263E-07		
No compromise, Other: wheez	1	1.71740363605263E-07		
No compromise, Other: ? stridor at home, no stridor at this time-	1	1.71740363605263E-07		
Other: shallow respirations	1	1.71740363605263E-07		
Stridorous, Other: base line stridor d/t vocal cord paralysis , noisy upper air way	1	1.71740363605263E-07		
Other: extremely swollen tonsils, patient says he feels his throat is closing	1	1.71740363605263E-07		
No compromise, Other: admitted with croup. barky cough	1	1.71740363605263E-07		
No compromise, Other: upper airway congestion and cough	1	1.71740363605263E-07		
Other: BIlateral nasal packing	1	1.71740363605263E-07		
No compromise, Other: pt w/ CF denies difficulty breathing but does report occasional productive/non productive coughs.	1	1.71740363605263E-07		
No compromise, Other: new complaint of runny nose and congestion	1	1.71740363605263E-07		
No compromise, Other: occassional congested cough/ Breath sounds clear	1	1.71740363605263E-07		
No compromise, Other: Seal - like cough	1	1.71740363605263E-07		
Other: Croup cough	1	1.71740363605263E-07		
No compromise, Vocal cord paralysis, Other: coughing  slight  inspiratory  stridor	1	1.71740363605263E-07		
Other: weezy	1	1.71740363605263E-07		
Stridorous, Other: mild, audible with stethoscope only	1	1.71740363605263E-07		
No compromise, Positional, Other: tongue falling back slightly,  + gag reflex	1	1.71740363605263E-07		
No compromise, Other: minimal cough/gag	1	1.71740363605263E-07		
No compromise, Other: weak cough; requires frequent suctioning to illicit cough	1	1.71740363605263E-07		
No compromise, Other: audible wheeze	1	1.71740363605263E-07		
No compromise, Other: occasional intermittent crackles throughout	1	1.71740363605263E-07		
Stridorous, Other: stridor much milder	1	1.71740363605263E-07		
Other: swollen lips and swollen tongue	1	1.71740363605263E-07		
No compromise, Other: chest tube intact, removal today	1	1.71740363605263E-07		
Other: mild stridor on auscultation	1	1.71740363605263E-07		
Critical, Other: obstructed on arrival	1	1.71740363605263E-07		
Other: heavy breathing	1	1.71740363605263E-07		
Unprotected, Other: EA, TEF- replogle	1	1.71740363605263E-07		
Other: breath holding with pain,	1	1.71740363605263E-07		
Other: increased rate	1	1.71740363605263E-07		
Other: Barky cough, nasal congestin, wet cough	1	1.71740363605263E-07		
Endotracheal tube, Other: micrognathia/cleft palate	1	1.71740363605263E-07		
Unprotected, Other: BiPAP	1	1.71740363605263E-07		
Other: Trouble swallowing secretions improving with IV decadron	1	1.71740363605263E-07		
No compromise, Other: recent cold symptoms / resolved exce[pt for fluid in ears/ treated with amox/  now completed	1	1.71740363605263E-07		
Other: ETT in trach stoma	1	1.71740363605263E-07		
No compromise, Other: lips and tongue significantly swollen -- airway beyond seems clear with LS CTA	1	1.71740363605263E-07		
Tenuous, Other: lips and tongue significantly swollen	1	1.71740363605263E-07		
No compromise, Other: OSA/intermittent obstruction  snoring	1	1.71740363605263E-07		
Other: Improves with cough but very congested	1	1.71740363605263E-07		
Other: Upper airway crackles with mild labor breathing	1	1.71740363605263E-07		
Other: upper airway congestion impor	1	1.71740363605263E-07		
Other: roll under neck	1	1.71740363605263E-07		
Other: obsructing sats down to 84 then back to 94	1	1.71740363605263E-07		
Stridorous, Other: Airway Out, coughing	1	1.71740363605263E-07		
Other: asymmetrical chest noted ? seen yesterday. PNP aware	1	1.71740363605263E-07		
No compromise, Other: blow bye oxygen 1 liter over night per mother. turned up to 2L last night because felt 1 L was not pervading	1	1.71740363605263E-07		
Other: slight stidor no retractions or flaring	1	1.71740363605263E-07		
No compromise, Other: reports some SOB with minimal activity since last visit	1	1.71740363605263E-07		
Other: rapid rate, wheezing	1	1.71740363605263E-07		
No compromise, Other: shallow breaths. desat when FiO2 removed.	1	1.71740363605263E-07		
No compromise, Other: stridor at rest	1	1.71740363605263E-07		
No compromise, Other: breath holding spells.. desat in am to high 20's.. up with repo/ comforting/holding	1	1.71740363605263E-07		
Tracheostomy, Other: pt vented at night, requires intermittent suctioning	1	1.71740363605263E-07		
Edematous, Other: Nasal Trumpet Removed. Stridor noted with crying.	1	1.71740363605263E-07		
Other: Flaring @ times	1	1.71740363605263E-07		
No compromise, Other: old trach site covered, min stridor audible	1	1.71740363605263E-07		
Tracheostomy, Other: trach capped, can cough off cap	1	1.71740363605263E-07		
No compromise, Other: lots of upper airway secretions, drooling	1	1.71740363605263E-07		
Other: Intermittent stridor when sucking on pacifier or bottle; pt has slight floppy airway per ORL following bedside scope	1	1.71740363605263E-07		
No compromise, Other: HO stridor	1	1.71740363605263E-07		
No compromise, Other: splinting given morphine improved loose cough	1	1.71740363605263E-07		
Other: periodic drooling	1	1.71740363605263E-07		
No compromise, Other: had cough with fever one week ago now well	1	1.71740363605263E-07		
Oropharyngeal airway, Other: removed upon arrival to PACU with cough	1	1.71740363605263E-07		
Other: requiring oxygen	1	1.71740363605263E-07		
Positional, Other: micrognathia, difficult intubation.  Prone at present and sats 99%.	1	1.71740363605263E-07		
No compromise, Other: SOB last night x 1 episode. MD notified.	1	1.71740363605263E-07		
Other: Other: Pt. has patent stoma with large amount of secretions	1	1.71740363605263E-07		
Other: reported ?trachea malacia suprastomal collapse	1	1.71740363605263E-07		
Other: thight, hyperventilation	1	1.71740363605263E-07		
Other: pt stoma open	1	1.71740363605263E-07		
Other: deviated airway	1	1.71740363605263E-07		
No compromise, Other: tachypneic at times	1	1.71740363605263E-07		
No compromise, Other: was stridorous before she fell asleep.  Upper airway congestion.	1	1.71740363605263E-07		
Other: prolonged expiratory  phase.	1	1.71740363605263E-07		
Other: prolonged resp phase of breathing but improved now temp down	1	1.71740363605263E-07		
No compromise, Unprotected, Other: High flow nasal cannula	1	1.71740363605263E-07		
Oropharyngeal airway, Other: spitting out oral airway on arrival in to PACU	1	1.71740363605263E-07		
Endotracheal tube, Other: bleeding	1	1.71740363605263E-07		
No compromise, Other: stridorous at baseline per mom and dad	1	1.71740363605263E-07		
No compromise, Other: upper airway congestion, does cough and needs to be suctioned at times.	1	1.71740363605263E-07		
Positional, Other: floppy airway, pooling secretions	1	1.71740363605263E-07		
No compromise, Other: with history of apnea and desaturations.	1	1.71740363605263E-07		
Stridorous, Other: blow by O2	1	1.71740363605263E-07		
No compromise, Other: seasonal allergies/ uses zyrtec with relief/ has not used recently	1	1.71740363605263E-07		
Stridorous, Other: Intermittent inspiratory stridor esp after PO feeds.	1	1.71740363605263E-07		
Other: laryngo malacia hx, snores all the time in his sleep.	1	1.71740363605263E-07		
"No compromise, Other: pt with asthma/ feels good today/ had ""flu symptoms several days ago/  now well. breath sounds clear/ afebrile/ on solumedrol pulse 600mg IV weekly via porta cath"	1	1.71740363605263E-07		
Endotracheal tube, Other: Audibleleak	1	1.71740363605263E-07		
Other: unable to assess.	1	1.71740363605263E-07		
Other: hx floppy airway	1	1.71740363605263E-07		
Stridorous, Vocal cord paralysis, Other: Subglottic narrowing per ORL.	1	1.71740363605263E-07		
No compromise, Other: had sleep study done/ on cpap at night	1	1.71740363605263E-07		
No compromise, Other: pt clear to auscultation-per dad baby has a chronic sinus infection and currently on abx.Abx when nasal secretions increase.None assessed while pt here today.	1	1.71740363605263E-07		
No compromise, Other: oral airway removed on arrival	1	1.71740363605263E-07		
No compromise, Other: pt with immune deficiency/ has been well / on ivig infusion therapy every three weeks	1	1.71740363605263E-07		
No compromise, Other: stridulous cough	1	1.71740363605263E-07		
Other: hx grade 3 airway	1	1.71740363605263E-07		
Positional, Other: pt requiring slight chin lift s/p propofol	1	1.71740363605263E-07		
Other: pt with runny nose, requiring 02 via NC at home, NP aware	1	1.71740363605263E-07		
Other: recent cold/cough x 3wks--no fever, Amoxicillin since 3 days ago	1	1.71740363605263E-07		
No compromise, Other: dry cough, especially at night	1	1.71740363605263E-07		
Other: Wears BIPAP for sleep apnea. Settings 14/8, FIO2 28%	1	1.71740363605263E-07		
Other: congested breathing	1	1.71740363605263E-07		
Other: effected by secretions	1	1.71740363605263E-07		
No compromise, Other: hx asthma.  No retracting noted	1	1.71740363605263E-07		
Stridorous, Other: stridor resolves when pt falls asleep	1	1.71740363605263E-07		
Positional, Other: mild insp stidor, resolved with repositioning.	1	1.71740363605263E-07		
Other: laryngeal papillomas	1	1.71740363605263E-07		
Other: slght stridor ausc with stethoscope	1	1.71740363605263E-07		
Tracheostomy, Other: Site healthy, passymuir valve. 3.0 bivona uncuffed. Mom has extra trachs. Rarely needs suctioning.	1	1.71740363605263E-07		
Tracheostomy, Other: trach customized. deviated to her left. Site healthy. (tumor protrusion).	1	1.71740363605263E-07		
Stridorous, Other: hx of tracheabronchomalacia mild stridor noted	1	1.71740363605263E-07		
No compromise, Other: hx asthma, has been well	1	1.71740363605263E-07		
No compromise, Other: cough with occasional mucus	1	1.71740363605263E-07		
Other: Trialing room air	1	1.71740363605263E-07		
No compromise, Other: Trach/vented	1	1.71740363605263E-07		
Other: intermittent stridor cleas with coughing	1	1.71740363605263E-07		
Critical, Endotracheal tube, Other: recurrent TEF	1	1.71740363605263E-07		
No compromise, Other: noisy breathing, likely from leukemic infiltrates	1	1.71740363605263E-07		
Other: neck collar in place, per dad pt obstructs airway without collar in place	1	1.71740363605263E-07		
No compromise, Nasopharyngeal airway, Patent	1	1.71740363605263E-07		
Other: NOISY UPPER AIRWAY	1	1.71740363605263E-07		
Endotracheal tube, Other: hx tracheal stenosis	1	1.71740363605263E-07		
Endotracheal tube, Other: Nasal cannula	1	1.71740363605263E-07		
Other: some mild sob when ice skating	1	1.71740363605263E-07		
Nasopharyngeal airway, Other: Nasal trumpet	1	1.71740363605263E-07		
Other: error	1	1.71740363605263E-07		
Other: SOB with exertion: ie climbing stairs.  Cigars once a month	1	1.71740363605263E-07		
Other: large tongue obstructing airway	1	1.71740363605263E-07		
No compromise, Other: 02 via NC	1	1.71740363605263E-07		
No compromise, Other: unproductive cough	1	1.71740363605263E-07		
Other: wheeze noted	1	1.71740363605263E-07		
Other: enlarged tonsills/ heavy breathing at rest/ ?enlarged adenoids	1	1.71740363605263E-07		
Other: coarse sounding	1	1.71740363605263E-07		
No compromise, Other: apnea while lying on back, self resolves  no monitor at home	1	1.71740363605263E-07		
Other: some inspiratory stidor	1	1.71740363605263E-07		
Other: upper airway congestion noted, weak cough	1	1.71740363605263E-07		
No compromise, Other: tongue obstructs occasionally	1	1.71740363605263E-07		
Edematous, Positional, Other: floppy airway secondary to trisomy 21 complicated by severe mucositis	1	1.71740363605263E-07		
Other: in distress	1	1.71740363605263E-07		
Positional, Tenuous, Other: thick viscous secretions need to maintain head position and sxn prn	1	1.71740363605263E-07		
No compromise, Other: audible with inspiratory breathing at baseline	1	1.71740363605263E-07		
No compromise, Other: XRAY WITH RIGHT UPPER LOBE COLLAPSE, CARDIAC MEDICAL MADE AWARE- SPOKE WITH md cHANG WHO INSTRUCTED RT TO APPLIED POSITIVE AIRWAY PRESSURE, I CHEST PT AND SUCTIONED PT OUT.	1	1.71740363605263E-07		
Other: having nose blleds, ITP	1	1.71740363605263E-07		
No compromise, Other: Pt with occasional desats Anesthesia aware	1	1.71740363605263E-07		
Other: Known Right Pulmonary Effusion. Low O2 sat on room air.	1	1.71740363605263E-07		
No compromise, Other: reports being a little short of breath on exertion this past week	1	1.71740363605263E-07		
No compromise, Other: child crying	1	1.71740363605263E-07		
Other: Labored breathing noted intermittently at baseline.  Denies shortness of breath.	1	1.71740363605263E-07		
Other: baseline sats are in the 70-80's	1	1.71740363605263E-07		
No compromise, Other: minor cold symptoms afebrile	1	1.71740363605263E-07		
Stridorous, Other: less stridor	1	1.71740363605263E-07		
Other: Wheezing, tachypneic	1	1.71740363605263E-07		
Other: albuteral neb given	1	1.71740363605263E-07		
Other: patient with larygitits.	1	1.71740363605263E-07		
No compromise, Other: EXTUBATED	1	1.71740363605263E-07		
Other: mouth breathing , tongue to top of mouth, repositioned and sats returned to normal.	1	1.71740363605263E-07		
Positional, Other: pt increased work of breathing improves with position changes	1	1.71740363605263E-07		
Nasopharyngeal airway, Other: left nare nasal trumpet in place	1	1.71740363605263E-07		
Other: increase oral secretions despite NP suctioning. C-med at bedside to assess. Slowly calmed nebs given.	1	1.71740363605263E-07		
Critical, Endotracheal tube, Other: Grade 3 Critical airway.	1	1.71740363605263E-07		
Stridorous, Other: mild insp stridor increasing with agitation upon awaking	1	1.71740363605263E-07		
